"days","AL_Fougamou GA","ASAQ_Fougamou GA","AL_Ndola ZM","ASAQ_Ndola ZM","AL_Pweto CD","ASAQ_Pweto CD","AL_Pamol NG","ASAQ_Pamol NG","AL_Bobo Dioulasso BF","ASAQ_Bobo Dioulasso BF","AL_Gourcy BF","ASAQ_Gourcy BF","AL_Kisumu KE","ASAQ_Kisumu KE","AL_Nimba LR","ASAQ_Nimba LR","AL_Sikasso ML","ASAQ_Sikasso ML","AL_Tororo UG [Yeka]","ASAQ_Tororo UG [Yeka]","AL_Nanoro BF","ASAQ_Nanoro BF","AL_Tororo UG [Bukirwa]","ASAQ_Tororo UG [Bukirwa]"
21.1,0.00720588235294118,0.00720588235294118,0.0185507246376812,0.0059375,0.0365079365079365,0.01,0.00414634146341463,0.0164779874213836,0.0737669376693767,0.0343631436314363,0.128125,0.0396875,0.00709497206703911,0.0633707865168539,0.02,0.122978723404255,0.192245762711864,0.0475107296137339,0.176631578947368,0.161157894736842,0.317548638132296,0.142051282051282,0.283597883597884,0.351333333333333
21.2,0.0075,0.00735294117647059,0.018695652173913,0.00625,0.0368253968253968,0.0103875968992248,0.00420731707317073,0.0166037735849057,0.0751490514905149,0.0351490514905149,0.129285714285714,0.0409375,0.00743016759776536,0.0647191011235955,0.0209448818897638,0.124751773049645,0.194533898305085,0.0488412017167382,0.180210526315789,0.164631578947368,0.320856031128405,0.144981684981685,0.289047619047619,0.355230769230769
21.3,0.0075,0.00735294117647059,0.0192753623188406,0.00671875,0.0376190476190476,0.0106201550387597,0.00451219512195122,0.0170440251572327,0.0767208672086721,0.0362330623306233,0.130535714285714,0.04171875,0.00804469273743017,0.0658988764044944,0.0218110236220472,0.126241134751773,0.196694915254237,0.0501287553648069,0.183789473684211,0.167736842105263,0.32408560311284,0.148351648351648,0.293174603174603,0.358461538461538
21.4,0.0075,0.00735294117647059,0.0192753623188406,0.006875,0.0383333333333333,0.0109302325581395,0.005,0.0172327044025157,0.0782384823848239,0.0373712737127371,0.132232142857143,0.04265625,0.00854748603351955,0.0668539325842697,0.022755905511811,0.128297872340426,0.198898305084746,0.0512875536480687,0.186526315789474,0.170473684210526,0.328093385214008,0.151025641025641,0.297989417989418,0.362666666666667
21.5,0.0075,0.00735294117647059,0.0197101449275362,0.0071875,0.0385714285714286,0.0110077519379845,0.00542682926829268,0.0178616352201258,0.0793766937669377,0.0382113821138211,0.134107142857143,0.043984375,0.00893854748603352,0.0679213483146067,0.0235433070866142,0.130354609929078,0.201949152542373,0.0524034334763948,0.189736842105263,0.172631578947368,0.33147859922179,0.153956043956044,0.302592592592593,0.366769230769231
21.6,0.0075,0.00735294117647059,0.0198550724637681,0.0071875,0.0393650793650794,0.0110077519379845,0.00573170731707317,0.0183018867924528,0.0804336043360434,0.0391056910569106,0.135267857142857,0.045078125,0.00966480446927374,0.0697752808988764,0.0249606299212598,0.132482269503546,0.20478813559322,0.0535622317596567,0.193473684210526,0.175684210526316,0.334630350194553,0.157142857142857,0.307724867724868,0.370410256410256
21.7,0.0075,0.0075,0.0202898550724638,0.00734375,0.0397619047619048,0.0113953488372093,0.00597560975609756,0.0188050314465409,0.0815989159891599,0.0398644986449865,0.136785714285714,0.0459375,0.0101675977653631,0.0715730337078652,0.0253543307086614,0.133829787234043,0.2075,0.0551072961373391,0.196631578947368,0.178684210526316,0.338132295719844,0.16014652014652,0.311746031746032,0.373589743589744
21.8,0.00764705882352941,0.00779411764705882,0.0204347826086957,0.00734375,0.0400793650793651,0.0118604651162791,0.00634146341463415,0.0193710691823899,0.0828455284552845,0.0409214092140921,0.138125,0.046953125,0.0107821229050279,0.0726404494382022,0.0266929133858268,0.135460992907801,0.210169491525424,0.0565665236051502,0.200052631578947,0.182315789473684,0.341206225680934,0.163150183150183,0.316455026455026,0.376974358974359
21.9,0.00779411764705882,0.00794117647058823,0.0205797101449275,0.0075,0.0403174603174603,0.0121705426356589,0.00670731707317073,0.019748427672956,0.0842547425474255,0.0418157181571816,0.140089285714286,0.04796875,0.0115642458100559,0.0739887640449438,0.028503937007874,0.137304964539007,0.211906779661017,0.0578969957081545,0.203631578947368,0.185421052631579,0.344280155642023,0.166483516483516,0.321375661375661,0.380205128205128
22,0.00779411764705882,0.00794117647058823,0.0205797101449275,0.0075,0.0408730158730159,0.0124031007751938,0.00707317073170732,0.0205031446540881,0.0859620596205962,0.0426287262872629,0.141428571428571,0.048828125,0.0120670391061453,0.0748314606741573,0.0297637795275591,0.138936170212766,0.214364406779661,0.0595708154506438,0.206842105263158,0.188631578947368,0.347976653696498,0.16952380952381,0.325396825396825,0.384051282051282
22.1,0.00794117647058823,0.00823529411764706,0.021304347826087,0.0078125,0.0415873015873016,0.0127906976744186,0.0073780487804878,0.0210691823899371,0.0872628726287263,0.0436856368563686,0.1425,0.04984375,0.0124022346368715,0.0756179775280899,0.0314173228346457,0.140354609929078,0.217076271186441,0.0614592274678112,0.210789473684211,0.191473684210526,0.351517509727626,0.172783882783883,0.330634920634921,0.387179487179487
22.2,0.00794117647058823,0.00823529411764706,0.0215942028985507,0.0078125,0.0423809523809524,0.0130232558139535,0.0075609756097561,0.0215723270440252,0.0884281842818428,0.0444173441734417,0.144285714285714,0.051328125,0.0129608938547486,0.0770224719101124,0.0328346456692913,0.141985815602837,0.218983050847458,0.0633047210300429,0.214421052631579,0.194631578947368,0.354785992217899,0.175787545787546,0.334867724867725,0.390871794871795
22.3,0.00808823529411765,0.00838235294117647,0.0218840579710145,0.00796875,0.043015873015873,0.0132558139534884,0.00786585365853659,0.0218238993710692,0.0895663956639566,0.0455284552845528,0.145446428571429,0.052734375,0.0137430167597765,0.0781460674157303,0.0344094488188976,0.143475177304965,0.221101694915254,0.0646781115879828,0.217473684210526,0.197210526315789,0.358560311284047,0.178681318681319,0.338888888888889,0.39425641025641
22.4,0.00838235294117647,0.00867647058823529,0.0223188405797101,0.008125,0.0434920634920635,0.0135658914728682,0.00829268292682927,0.0224528301886792,0.0909756097560976,0.0468021680216802,0.146517857142857,0.05421875,0.0143016759776536,0.0792134831460674,0.035748031496063,0.145248226950355,0.223177966101695,0.066480686695279,0.220578947368421,0.200210526315789,0.36136186770428,0.181831501831502,0.342857142857143,0.398717948717949
22.5,0.00852941176470588,0.00867647058823529,0.022463768115942,0.008125,0.0445238095238095,0.0141860465116279,0.00884146341463415,0.0226415094339623,0.0922222222222222,0.048130081300813,0.147589285714286,0.055234375,0.0153072625698324,0.0806741573033708,0.0369291338582677,0.146737588652482,0.226271186440678,0.067725321888412,0.224210526315789,0.203263157894737,0.364863813229572,0.185164835164835,0.347142857142857,0.402564102564103
22.6,0.00867647058823529,0.00882352941176471,0.0228985507246377,0.00859375,0.0450793650793651,0.0144186046511628,0.00939024390243902,0.0229559748427673,0.0936043360433604,0.0489972899728997,0.149196428571429,0.056328125,0.0159217877094972,0.0815168539325843,0.0384251968503937,0.149078014184397,0.228432203389831,0.0697424892703863,0.227842105263158,0.207,0.368132295719844,0.187802197802198,0.351005291005291,0.406461538461538
22.7,0.00867647058823529,0.00897058823529412,0.0233333333333333,0.00875,0.0457936507936508,0.0152713178294574,0.0100609756097561,0.0237106918238994,0.0949593495934959,0.0504065040650407,0.150446428571429,0.05734375,0.0172625698324022,0.082752808988764,0.0393700787401575,0.15063829787234,0.230889830508475,0.0709871244635193,0.230894736842105,0.210473684210526,0.370661478599222,0.191318681318681,0.355343915343915,0.410615384615385
22.8,0.00867647058823529,0.00897058823529412,0.023768115942029,0.0090625,0.0461904761904762,0.0155038759689922,0.0104878048780488,0.0238993710691824,0.0968834688346883,0.051680216802168,0.150803571428571,0.058515625,0.0183798882681564,0.0838202247191011,0.0413385826771654,0.152553191489362,0.233177966101695,0.0725321888412017,0.234105263157895,0.214421052631579,0.374007782101167,0.194615384615385,0.359047619047619,0.413692307692308
22.9,0.00882352941176471,0.00897058823529412,0.023768115942029,0.00921875,0.0466666666666667,0.0158914728682171,0.0107317073170732,0.0245283018867925,0.0984552845528455,0.0525474254742547,0.152767857142857,0.05921875,0.0193296089385475,0.0850561797752809,0.0430708661417323,0.153900709219858,0.235889830508475,0.0740343347639485,0.237736842105263,0.217736842105263,0.376887159533074,0.197692307692308,0.363280423280423,0.416769230769231
23,0.00926470588235294,0.00911764705882353,0.023768115942029,0.00953125,0.0475396825396825,0.0162790697674419,0.0110365853658537,0.0249685534591195,0.0997831978319783,0.053360433604336,0.154017857142857,0.0603125,0.0201675977653631,0.0865168539325843,0.0444094488188976,0.156666666666667,0.237627118644068,0.0755364806866953,0.241315789473684,0.220473684210526,0.380466926070039,0.201208791208791,0.366825396825397,0.420666666666667
23.1,0.00941176470588235,0.00911764705882353,0.0240579710144928,0.00984375,0.0483333333333333,0.0165891472868217,0.0114024390243902,0.0255974842767296,0.100948509485095,0.0546070460704607,0.155178571428571,0.06203125,0.0208938547486034,0.0879775280898876,0.0458267716535433,0.157872340425532,0.240423728813559,0.0771244635193133,0.245105263157895,0.223368421052632,0.383618677042802,0.204102564102564,0.37042328042328,0.424358974358974
23.2,0.00955882352941177,0.00911764705882353,0.0242028985507246,0.01015625,0.0488888888888889,0.0167441860465116,0.0117073170731707,0.0262893081761006,0.102655826558266,0.0559891598915989,0.156785714285714,0.06375,0.022122905027933,0.0891573033707865,0.0467716535433071,0.159432624113475,0.242457627118644,0.0789270386266094,0.248368421052632,0.226684210526316,0.387003891050584,0.207655677655678,0.373862433862434,0.428512820512821
23.3,0.00985294117647059,0.00911764705882353,0.0244927536231884,0.01015625,0.049047619047619,0.0169767441860465,0.0121341463414634,0.0268553459119497,0.103983739837398,0.0570731707317073,0.158392857142857,0.065546875,0.0235195530726257,0.0908426966292135,0.0492913385826772,0.160992907801418,0.244491525423729,0.0808583690987124,0.250736842105263,0.229842105263158,0.390233463035019,0.211684981684982,0.377777777777778,0.431846153846154
23.4,0.00985294117647059,0.00911764705882353,0.0247826086956522,0.0103125,0.0493650793650794,0.0176744186046512,0.0123780487804878,0.0270440251572327,0.105420054200542,0.0581571815718157,0.159553571428571,0.066640625,0.024804469273743,0.0921910112359551,0.0506299212598425,0.162198581560284,0.247076271186441,0.0829613733905579,0.253736842105263,0.233157894736842,0.393618677042802,0.214835164835165,0.381481481481481,0.435179487179487
23.5,0.0101470588235294,0.00911764705882353,0.0249275362318841,0.010625,0.0497619047619048,0.017984496124031,0.0127439024390244,0.0275471698113208,0.106531165311653,0.0595121951219512,0.160982142857143,0.06734375,0.025586592178771,0.0931460674157303,0.0518110236220472,0.163900709219858,0.249322033898305,0.0852789699570815,0.257052631578947,0.235842105263158,0.396614785992218,0.218461538461538,0.386349206349206,0.438871794871795
23.6,0.0101470588235294,0.00926470588235294,0.0252173913043478,0.01078125,0.0502380952380952,0.0182945736434109,0.0132926829268293,0.0279245283018868,0.107831978319783,0.0609485094850949,0.162410714285714,0.068984375,0.0265921787709497,0.0945505617977528,0.0536220472440945,0.166028368794326,0.251567796610169,0.087381974248927,0.260473684210526,0.238578947368421,0.399494163424125,0.221391941391941,0.390634920634921,0.442153846153846
23.7,0.0104411764705882,0.00926470588235294,0.0252173913043478,0.01125,0.0512698412698413,0.0184496124031008,0.0138414634146341,0.0283647798742138,0.108807588075881,0.0623848238482385,0.164375,0.070078125,0.0280446927374302,0.0956179775280899,0.055748031496063,0.16758865248227,0.253347457627119,0.0899141630901288,0.263684210526316,0.241105263157895,0.402217898832685,0.224725274725275,0.394126984126984,0.445128205128205
23.8,0.0105882352941176,0.00941176470588235,0.0257971014492754,0.01140625,0.0517460317460317,0.0188372093023256,0.0139024390243902,0.0287421383647799,0.110108401084011,0.0639024390243902,0.166160714285714,0.07171875,0.029608938547486,0.0971910112359551,0.058503937007874,0.169716312056738,0.255466101694915,0.0918884120171674,0.266789473684211,0.244368421052632,0.405875486381323,0.228681318681319,0.397142857142857,0.448307692307692
23.9,0.0105882352941176,0.0101470588235294,0.0259420289855072,0.01171875,0.0522222222222222,0.0191472868217054,0.0143292682926829,0.0293081761006289,0.111626016260163,0.0649322493224932,0.166785714285714,0.07296875,0.0306703910614525,0.0982022471910112,0.0597637795275591,0.171702127659574,0.258220338983051,0.0940343347639485,0.270421052631579,0.247315789473684,0.408949416342412,0.231428571428571,0.40005291005291,0.452102564102564
24,0.0105882352941176,0.0102941176470588,0.026231884057971,0.01171875,0.053015873015873,0.0195348837209302,0.0148170731707317,0.029685534591195,0.113306233062331,0.0661517615176152,0.168125,0.073984375,0.0320670391061453,0.0993258426966292,0.0611023622047244,0.173262411347518,0.260889830508475,0.095793991416309,0.274368421052632,0.250894736842105,0.4115953307393,0.234981684981685,0.404126984126984,0.456153846153846
24.1,0.0107352941176471,0.0102941176470588,0.0266666666666667,0.01203125,0.0535714285714286,0.020077519379845,0.0154268292682927,0.03,0.115121951219512,0.0673441734417344,0.169107142857143,0.074921875,0.0332402234636872,0.100393258426966,0.0623622047244094,0.174964539007092,0.263262711864407,0.0980257510729614,0.276947368421053,0.253736842105263,0.414708171206226,0.237802197802198,0.407407407407407,0.459333333333333
24.2,0.0110294117647059,0.0102941176470588,0.0269565217391304,0.0125,0.0538888888888889,0.0203875968992248,0.0161585365853659,0.0305031446540881,0.116422764227642,0.0687533875338753,0.170446428571429,0.07640625,0.0343016759776536,0.101685393258427,0.0640944881889764,0.176524822695035,0.265381355932203,0.0998283261802575,0.279368421052632,0.256789473684211,0.417431906614786,0.241355311355311,0.410687830687831,0.462974358974359
24.3,0.0111764705882353,0.0102941176470588,0.0272463768115942,0.013125,0.0543650793650794,0.0209302325581395,0.0165853658536585,0.0311320754716981,0.117967479674797,0.0701084010840108,0.171517857142857,0.077890625,0.0352513966480447,0.102752808988764,0.0654330708661417,0.179078014184397,0.267966101694915,0.102274678111588,0.282736842105263,0.259052631578947,0.419727626459144,0.245128205128205,0.414656084656085,0.465641025641026
24.4,0.0113235294117647,0.0107352941176471,0.027536231884058,0.0134375,0.0548412698412698,0.0213178294573643,0.0174390243902439,0.0315723270440252,0.119593495934959,0.0713550135501355,0.1725,0.0796875,0.0365921787709497,0.103820224719101,0.0669291338582677,0.179929078014184,0.270169491525424,0.104334763948498,0.285736842105263,0.262105263157895,0.423190661478599,0.248168498168498,0.417830687830688,0.468666666666667
24.5,0.0113235294117647,0.0107352941176471,0.0278260869565217,0.0134375,0.0557142857142857,0.0215503875968992,0.0180487804878049,0.0318238993710692,0.120894308943089,0.0726287262872629,0.174107142857143,0.080703125,0.0377653631284916,0.105449438202247,0.0688188976377953,0.182056737588652,0.272330508474576,0.106523605150215,0.288894736842105,0.265052631578947,0.425836575875486,0.250842490842491,0.421322751322751,0.472307692307692
24.6,0.0114705882352941,0.0108823529411765,0.0278260869565217,0.01390625,0.056031746031746,0.0221705426356589,0.0185975609756098,0.0322641509433962,0.122032520325203,0.0738211382113821,0.175625,0.082421875,0.0386033519553073,0.107022471910112,0.0707874015748031,0.183687943262411,0.275,0.108497854077253,0.291894736842105,0.267894736842105,0.428988326848249,0.253846153846154,0.424285714285714,0.475435897435897
24.7,0.0116176470588235,0.0111764705882353,0.0279710144927536,0.0140625,0.0565079365079365,0.0225581395348837,0.0195731707317073,0.0327044025157233,0.123306233062331,0.0751490514905149,0.176964285714286,0.083828125,0.0400558659217877,0.108258426966292,0.0729133858267716,0.185744680851064,0.277033898305085,0.110386266094421,0.294947368421053,0.270263157894737,0.431867704280156,0.256593406593407,0.428095238095238,0.478615384615385
24.8,0.0119117647058824,0.0111764705882353,0.0282608695652174,0.014375,0.0573809523809524,0.0228682170542636,0.0201219512195122,0.0333962264150943,0.124742547425474,0.0763685636856369,0.177857142857143,0.085078125,0.0415642458100559,0.11,0.0751181102362205,0.188297872340426,0.27906779661017,0.112489270386266,0.298684210526316,0.273315789473684,0.434591439688716,0.26014652014652,0.431269841269841,0.481948717948718
24.9,0.0120588235294118,0.0113235294117647,0.028695652173913,0.01484375,0.0581746031746032,0.0231782945736434,0.020609756097561,0.0337106918238994,0.126368563685637,0.0775067750677507,0.179285714285714,0.0859375,0.0428491620111732,0.111179775280899,0.0768503937007874,0.190141843971631,0.281398305084746,0.114334763948498,0.301736842105263,0.277,0.437315175097276,0.263150183150183,0.434603174603175,0.486102564102564
25,0.0122058823529412,0.0114705882352941,0.0288405797101449,0.01515625,0.0590476190476191,0.0234883720930233,0.0210975609756098,0.0342767295597484,0.127588075880759,0.0788075880758808,0.180982142857143,0.086796875,0.0441340782122905,0.112415730337079,0.0783464566929134,0.191843971631206,0.283686440677966,0.11618025751073,0.304684210526316,0.280789473684211,0.43988326848249,0.265934065934066,0.437989417989418,0.488820512820513
25.1,0.0122058823529412,0.0117647058823529,0.0289855072463768,0.0153125,0.0595238095238095,0.0236434108527132,0.0215853658536585,0.0349685534591195,0.129159891598916,0.0799728997289973,0.182857142857143,0.08828125,0.0459217877094972,0.113426966292135,0.0799212598425197,0.193829787234043,0.28593220338983,0.11793991416309,0.307789473684211,0.283526315789474,0.44284046692607,0.26956043956044,0.441904761904762,0.491384615384615
25.2,0.0125,0.0119117647058824,0.0294202898550725,0.015625,0.0601587301587302,0.0238759689922481,0.0221341463414634,0.0357232704402516,0.130677506775068,0.0813821138211382,0.184017857142857,0.08953125,0.0468715083798883,0.114662921348315,0.0822047244094488,0.195390070921986,0.288389830508475,0.120429184549356,0.310421052631579,0.286473684210526,0.445486381322957,0.271941391941392,0.445820105820106,0.494564102564103
25.3,0.0127941176470588,0.0120588235294118,0.0302898550724638,0.015625,0.0605555555555556,0.0242635658914729,0.0225,0.0364779874213836,0.132140921409214,0.0827371273712737,0.185089285714286,0.090625,0.0481005586592179,0.116348314606742,0.084251968503937,0.196382978723404,0.290550847457627,0.12244635193133,0.313105263157895,0.289263157894737,0.448715953307393,0.275641025641026,0.448359788359788,0.497282051282051
25.4,0.0127941176470588,0.0120588235294118,0.0305797101449275,0.01609375,0.0608730158730159,0.0245736434108527,0.0229878048780488,0.0372327044025157,0.133414634146341,0.0841192411924119,0.18625,0.092421875,0.049608938547486,0.117191011235955,0.0864566929133858,0.197730496453901,0.29271186440678,0.124463519313305,0.316105263157895,0.292210526315789,0.451712062256809,0.278717948717949,0.451746031746032,0.49974358974359
25.5,0.0132352941176471,0.0120588235294118,0.0307246376811594,0.01640625,0.061031746031746,0.0251162790697674,0.0233536585365854,0.0376100628930818,0.134905149051491,0.0853658536585366,0.1875,0.094453125,0.0510055865921788,0.118539325842697,0.0881889763779528,0.199645390070922,0.294661016949153,0.126394849785408,0.319157894736842,0.295263157894737,0.454747081712062,0.281794871794872,0.455449735449735,0.502564102564103
25.6,0.0132352941176471,0.0122058823529412,0.0310144927536232,0.0165625,0.0618253968253968,0.0251937984496124,0.0238414634146341,0.0380503144654088,0.13639566395664,0.0866124661246613,0.188571428571429,0.096015625,0.0520670391061453,0.120112359550562,0.0896850393700787,0.201560283687943,0.296186440677966,0.12862660944206,0.321736842105263,0.299,0.457509727626459,0.284468864468864,0.458624338624339,0.505794871794872
25.7,0.0132352941176471,0.0123529411764706,0.0314492753623188,0.016875,0.0621428571428571,0.0258914728682171,0.0242073170731707,0.0385534591194969,0.137506775067751,0.0882113821138211,0.190357142857143,0.0975,0.0532960893854749,0.121460674157303,0.0914173228346457,0.203333333333333,0.298305084745763,0.130815450643777,0.324894736842105,0.302,0.460272373540856,0.288278388278388,0.461693121693122,0.508820512820513
25.8,0.0136764705882353,0.0125,0.0315942028985507,0.01703125,0.0626190476190476,0.0264341085271318,0.0250609756097561,0.0389308176100629,0.138915989159892,0.089349593495935,0.191607142857143,0.09828125,0.054804469273743,0.123033707865169,0.0933858267716535,0.205390070921986,0.299915254237288,0.13244635193133,0.327631578947368,0.305210526315789,0.463346303501946,0.290879120879121,0.465079365079365,0.511692307692308
25.9,0.0139705882352941,0.0125,0.0318840579710145,0.01703125,0.0632539682539683,0.0268992248062015,0.0254878048780488,0.0394968553459119,0.140189701897019,0.0908130081300813,0.192410714285714,0.099453125,0.0563128491620112,0.123876404494382,0.0951181102362205,0.207446808510638,0.301779661016949,0.134763948497854,0.331263157894737,0.308157894736842,0.465642023346304,0.293919413919414,0.467989417989418,0.514820512820513
26,0.0139705882352941,0.0127941176470588,0.0320289855072464,0.01703125,0.0638888888888889,0.0274418604651163,0.0260365853658537,0.040251572327044,0.141761517615176,0.0923306233062331,0.193303571428571,0.1015625,0.0574860335195531,0.125224719101124,0.0963779527559055,0.209290780141844,0.304067796610169,0.136480686695279,0.334421052631579,0.311,0.46863813229572,0.297326007326007,0.470899470899471,0.517487179487179
26.1,0.0142647058823529,0.0129411764705882,0.0323188405797101,0.0171875,0.0642857142857143,0.0281395348837209,0.0264634146341463,0.0408176100628931,0.142845528455285,0.093739837398374,0.194285714285714,0.1025,0.0589385474860335,0.126348314606742,0.0984251968503937,0.210425531914894,0.305847457627119,0.138412017167382,0.336842105263158,0.314052631578947,0.470817120622568,0.3003663003663,0.475185185185185,0.520666666666667
26.2,0.0145588235294118,0.0129411764705882,0.0327536231884058,0.0175,0.0645238095238095,0.0286046511627907,0.026890243902439,0.0410691823899371,0.144037940379404,0.0948509485094851,0.195625,0.103984375,0.0601675977653631,0.12752808988764,0.0998425196850394,0.211560283687943,0.308474576271186,0.140257510729614,0.339789473684211,0.317210526315789,0.473385214007782,0.303040293040293,0.477619047619048,0.523692307692308
26.3,0.0145588235294118,0.0132352941176471,0.0327536231884058,0.01765625,0.065,0.0292248062015504,0.0275609756097561,0.0417610062893082,0.145609756097561,0.0962872628726287,0.197232142857143,0.1053125,0.0608938547486034,0.128707865168539,0.101574803149606,0.213758865248227,0.310762711864407,0.142489270386266,0.341684210526316,0.320263157894737,0.476031128404669,0.306336996336996,0.480846560846561,0.526512820512821
26.4,0.0147058823529412,0.0133823529411765,0.0327536231884058,0.01765625,0.0654761904761905,0.029922480620155,0.0280487804878049,0.0420754716981132,0.146775067750678,0.0974254742547425,0.198392857142857,0.107109375,0.0622346368715084,0.129887640449438,0.104015748031496,0.21531914893617,0.312161016949153,0.144420600858369,0.344368421052632,0.323210526315789,0.478871595330739,0.30967032967033,0.483968253968254,0.528923076923077
26.5,0.0147058823529412,0.0133823529411765,0.0328985507246377,0.0178125,0.066031746031746,0.0303875968992248,0.0288414634146341,0.0428301886792453,0.148346883468835,0.0988075880758808,0.200357142857143,0.108359375,0.0635195530726257,0.130898876404494,0.105748031496063,0.216737588652482,0.314449152542373,0.146394849785408,0.346894736842105,0.326578947368421,0.481673151750973,0.312820512820513,0.487513227513228,0.531948717948718
26.6,0.0147058823529412,0.0133823529411765,0.0336231884057971,0.0178125,0.0666666666666667,0.0313178294573643,0.0292073170731707,0.0433333333333333,0.149891598915989,0.100271002710027,0.202410714285714,0.109609375,0.0650279329608939,0.13185393258427,0.107637795275591,0.218156028368794,0.316440677966102,0.148841201716738,0.349947368421053,0.329789473684211,0.483657587548638,0.316153846153846,0.49042328042328,0.53425641025641
26.7,0.015,0.0133823529411765,0.0342028985507246,0.01828125,0.0673015873015873,0.0315503875968992,0.0296341463414634,0.0437735849056604,0.151246612466125,0.101571815718157,0.203303571428571,0.11046875,0.0664804469273743,0.133089887640449,0.109527559055118,0.220496453900709,0.318813559322034,0.150987124463519,0.352157894736842,0.333894736842105,0.48591439688716,0.319304029304029,0.493280423280423,0.537384615384615
26.8,0.015,0.0136764705882353,0.0344927536231884,0.01859375,0.0678571428571429,0.032093023255814,0.0301219512195122,0.0442767295597484,0.15219512195122,0.102953929539295,0.204910714285714,0.11140625,0.0676536312849162,0.134269662921348,0.111417322834646,0.222056737588652,0.321101694915254,0.152789699570815,0.355473684210526,0.336842105263158,0.488326848249027,0.322783882783883,0.496402116402116,0.540307692307692
26.9,0.0151470588235294,0.0136764705882353,0.0344927536231884,0.01875,0.0682539682539682,0.0324806201550388,0.0305487804878049,0.0448427672955975,0.153441734417344,0.103983739837398,0.205892857142857,0.11296875,0.0693854748603352,0.135449438202247,0.114094488188976,0.223758865248227,0.323177966101695,0.154420600858369,0.358315789473684,0.339789473684211,0.490972762645914,0.325787545787546,0.498783068783069,0.543692307692308
27,0.0154411764705882,0.0142647058823529,0.0347826086956522,0.01875,0.0691269841269841,0.0329457364341085,0.0315853658536585,0.0450943396226415,0.154444444444444,0.105257452574526,0.207142857142857,0.114140625,0.0710614525139665,0.136797752808989,0.116299212598425,0.225390070921986,0.324872881355932,0.155708154506438,0.360842105263158,0.342210526315789,0.493657587548638,0.328827838827839,0.501851851851852,0.546153846153846
27.1,0.0154411764705882,0.0147058823529412,0.0350724637681159,0.01921875,0.0696825396825397,0.0333333333333333,0.0322560975609756,0.0457232704402516,0.15550135501355,0.106585365853659,0.208125,0.115546875,0.0722346368715084,0.138258426966292,0.117952755905512,0.226950354609929,0.326864406779661,0.158025751072961,0.363736842105263,0.345315789473684,0.495992217898833,0.331868131868132,0.504973544973545,0.548769230769231
27.2,0.0155882352941176,0.0148529411764706,0.0353623188405797,0.019375,0.0700793650793651,0.0338759689922481,0.0327439024390244,0.0463522012578616,0.156558265582656,0.107886178861789,0.209821428571429,0.11703125,0.0735195530726257,0.139719101123596,0.119606299212598,0.228439716312057,0.329025423728814,0.159656652360515,0.366263157894737,0.348421052631579,0.498560311284047,0.334688644688645,0.509100529100529,0.551641025641026
27.3,0.0157352941176471,0.015,0.0356521739130435,0.02,0.0703174603174603,0.0344186046511628,0.0331707317073171,0.0466666666666667,0.157994579945799,0.108861788617886,0.21125,0.11828125,0.074804469273743,0.141067415730337,0.121968503937008,0.229858156028369,0.33093220338983,0.161330472103004,0.368842105263158,0.351578947368421,0.500933852140078,0.337802197802198,0.513015873015873,0.554102564102564
27.4,0.0160294117647059,0.0152941176470588,0.0356521739130435,0.02015625,0.071031746031746,0.0350387596899225,0.0339024390243902,0.0473584905660377,0.159566395663957,0.110433604336043,0.212142857142857,0.119296875,0.0759776536312849,0.142247191011236,0.124094488188976,0.23113475177305,0.332838983050847,0.163347639484979,0.371315789473684,0.354526315789474,0.503657587548638,0.341172161172161,0.515714285714286,0.556358974358974
27.5,0.0160294117647059,0.0154411764705882,0.0360869565217391,0.0209375,0.0712698412698413,0.0355038759689922,0.0345731707317073,0.0477987421383648,0.161436314363144,0.111517615176152,0.213035714285714,0.12125,0.0775418994413408,0.143820224719101,0.126141732283465,0.232695035460993,0.334703389830508,0.16519313304721,0.374473684210526,0.356736842105263,0.505758754863813,0.343846153846154,0.519100529100529,0.559384615384615
27.6,0.0161764705882353,0.0157352941176471,0.036231884057971,0.02140625,0.0717460317460318,0.0357364341085271,0.0350609756097561,0.0484276729559748,0.162655826558266,0.112872628726287,0.214821428571429,0.1225,0.0787709497206704,0.144943820224719,0.127795275590551,0.23468085106383,0.336398305084746,0.167854077253219,0.376157894736842,0.359789473684211,0.508132295719844,0.345897435897436,0.522328042328042,0.561589743589744
27.7,0.0163235294117647,0.0158823529411765,0.0368115942028985,0.0215625,0.0723809523809524,0.036046511627907,0.0356707317073171,0.0493081761006289,0.163983739837398,0.114281842818428,0.216428571428571,0.123828125,0.0802234636871508,0.146179775280899,0.129606299212598,0.236241134751773,0.338262711864407,0.169699570815451,0.378421052631579,0.362894736842105,0.510972762645914,0.349120879120879,0.525026455026455,0.564717948717949
27.8,0.0163235294117647,0.0160294117647059,0.0373913043478261,0.02171875,0.0726190476190476,0.0363565891472868,0.0362195121951219,0.049874213836478,0.164959349593496,0.115880758807588,0.218214285714286,0.125,0.0816759776536313,0.147696629213483,0.131653543307087,0.238156028368794,0.340296610169492,0.172618025751073,0.381473684210526,0.365947368421053,0.513501945525292,0.352307692307692,0.528042328042328,0.567282051282051
